,name,text
7,Terry Jones, The Lost World of Roiurama. 
8,Michael Palin," Yes sir, we've got a telegram. "
9,Terry Jones, OH 
10,Michael Palin, 
11,Terry Jones, I wonder what's gone wrong. 
12,Michael Palin, For God's sake be careful... 
13,Terry Jones, 
14,Michael Palin," For God's sake be careful, sir. "
15,Eric Idle," My God, Betty, we're done for... "
16,Graham Chapman," We'll never get out of here... we're 
            completely lost, lost. Even the natives have gone. "
17,John Cleese," Goodbye Betty, Goodbye Farquarson. Goodbye 
            Brian. It's been a great expedition... "
18,John Cleese, Great expedition .. · 
19,Graham Chapman," All that'll be left of us will be a map, a 
            compass and a few feet of film, recording our last moments... "
20,John Cleese, Wait a moment! 
21,Carol Cleveland, What is it? 
22,John Cleese," If we're on film, there must be someone 
            filming us. "
23,Eric Idle," My God, Betty, you're right! "
24,Graham Chapman, Look! Great to see you! 
25,John Cleese, What a stroke of luck! 
26,John Cleese, Wait a minute! 
27,Carol Cleveland, What is it again? 
28,John Cleese," If this is the crew who were filming us . 
            .. who's filming us now? Look! "
29,Terry Jones, 
30,Eric Idle," Not so fast, Akarumba! Allow me to introduce 
            myself. I'm Inspector Baboon of Scotland Yard's Special Fraud Film 
            Director Squad, Jungle Division. "
31,Carol Cleveland, Baboon of the Yard! 
32,Eric Idle, Shut up! 
33,Eric Idle," (talc) And now on BBC another six 
            minutes of Monty Python's Flying Circus."
0,Michael Palin," Ah. I'd like to have an argument, please."
1,Rita Davies, Certainly sir. Have you been here before?
2,Michael Palin," No, I haven't, this is my first time."
3,Rita Davies," I see. Well, do you want to have just one 
            argument, or were you thinking of taking a course?"
4,Michael Palin," Well, what is the cost?"
5,Rita Davies," Well, It's one pound for a five minute 
            argument, but only eight pounds for a course of ten."
6,Michael Palin," Well, I think it would be best if I perhaps started 
            off with just the one and then see how it goes."
7,Rita Davies," Fine. Well, I'll see who's free at the 
            moment."
8,Rita Davies," Mr. DeBakey's free, but he's a little bit 
            conciliatory. Ahh yes, Try Mr. Barnard; room 12."
9,Michael Palin, Thank you.
10,Graham Chapman, WHAT DO YOU WANT?
11,Michael Palin," Well, I was told outside that..."
12,Graham Chapman," Don't give me that, you snotty-faced heap of 
            parrot droppings!"
13,Michael Palin, What?
14,Graham Chapman," Shut your festering gob, you tit! Your type 
            really makes me puke, you vacuous, coffee-nosed, malodorous, 
            pervert!!!"
15,Michael Palin," Look, I CAME HERE FOR AN ARGUMENT, I'm not going to 
            just stand...!!"
16,Graham Chapman," OH, oh I'm sorry, but this is abuse."
17,Michael Palin," Oh, I see, well, that explains it."
18,Graham Chapman," Ah yes, you want room 12A, Just along the 
            corridor."
19,Michael Palin," Oh, Thank you very much. Sorry."
20,Graham Chapman, Not at all.
21,Michael Palin, Thank You. 
22,Michael Palin, (Knock)
23,John Cleese, Come in.
24,Michael Palin," Ah, Is this the right room for an argument?"
25,John Cleese, I told you once.
26,Michael Palin, No you haven't.
27,John Cleese, Yes I have.
28,Michael Palin, When?
29,John Cleese, Just now.
30,Michael Palin, No you didn't.
31,John Cleese, Yes I did.
32,Michael Palin, You didn't
33,John Cleese, I did!
34,Michael Palin, You didn't!
35,John Cleese, I'm telling you I did!
36,Michael Palin, You did not!!
37,John Cleese," Oh, I'm sorry, just one moment. Is this a 
            five minute argument or the full half hour?"
38,Michael Palin," Oh, just the five minutes."
39,John Cleese," Ah, thank you. Anyway, I did."
40,Michael Palin, You most certainly did not.
41,John Cleese," Look, let's get this thing clear; I quite 
            definitely told you."
42,Michael Palin, No you did not.
43,John Cleese, Yes I did.
44,Michael Palin, No you didn't.
45,John Cleese, Yes I did.
46,Michael Palin, No you didn't.
47,John Cleese, Yes I did.
48,Michael Palin, No you didn't.
49,John Cleese, Yes I did.
50,Michael Palin, You didn't.
51,John Cleese, Did.
52,Michael Palin," Oh look, this isn't an argument."
53,John Cleese, Yes it is.
54,Michael Palin, No it isn't. It's just contradiction.
55,John Cleese, No it isn't.
56,Michael Palin, It is!
57,John Cleese, It is not.
58,Michael Palin," Look, you just contradicted me."
59,John Cleese, I did not.
60,Michael Palin, Oh you did!!
61,John Cleese," No, no, no."
62,Michael Palin, You did just then.
63,John Cleese, Nonsense!
64,Michael Palin," Oh, this is futile!"
65,John Cleese, No it isn't.
66,Michael Palin, I came here for a good argument.
67,John Cleese," No you didn't; no, you came here for an 
            argument."
68,Michael Palin, An argument isn't just contradiction.
69,John Cleese, It can be.
70,Michael Palin," No it can't. An argument is a connected series of 
            statements intended to establish a proposition."
71,John Cleese, No it isn't.
72,Michael Palin, Yes it is! It's not just contradiction.
73,John Cleese," Look, if I argue with you, I must take up a 
            contrary position. "
74,Michael Palin," Yes, but that's not just saying 'No it isn't.'"
75,John Cleese, Yes it is!
76,Michael Palin, No it isn't!
77,Michael Palin," Argument is an intellectual process. Contradiction is 
            just the automatic gainsaying of any statement the other person 
            makes."
78,John Cleese, No it isn't.
79,Michael Palin, It is.
80,John Cleese, Not at all.
81,Michael Palin, Now look.
82,John Cleese, 
83,Michael Palin, What?
84,John Cleese, That's it. Good morning.
85,Michael Palin, I was just getting interested.
86,John Cleese," Sorry, the five minutes is up."
87,Michael Palin, That was never five minutes!
88,John Cleese, I'm afraid it was.
89,Michael Palin, It wasn't.
90,John Cleese," I'm sorry, but I'm not allowed to argue 
            anymore."
91,Michael Palin, What?!
92,John Cleese," If you want me to go on arguing, you'll 
            have to pay for another five minutes."
93,Michael Palin," Yes, but that was never five minutes, just now. Oh 
            come on!"
94,John Cleese, 
95,Michael Palin," Look, this is ridiculous."
96,John Cleese," I'm sorry, but I'm not allowed to argue 
            unless you've paid!"
97,Michael Palin," Oh, all right."
98,John Cleese, Thank you. 
99,Michael Palin, Well?
100,John Cleese, Well what?
101,Michael Palin," That wasn't really five minutes, just now."
102,John Cleese," I told you, I'm not allowed to argue unless 
            you've paid."
103,Michael Palin, I just paid!
104,John Cleese, No you didn't.
105,Michael Palin, I DID!
106,John Cleese, No you didn't.
107,Michael Palin," Look, I don't want to argue about that."
108,John Cleese," Well, you didn't pay."
109,Michael Palin," Aha. If I didn't pay, why are you arguing? I Got you!"
110,John Cleese, No you haven't.
111,Michael Palin," Yes I have. If you're arguing, I must have paid."
112,John Cleese," Not necessarily. I could be arguing in my 
            spare time."
113,Michael Palin, Oh I've had enough of this.
114,John Cleese, No you haven't.
115,Michael Palin, Oh Shut up.
116,Michael Palin, I want to complain.
117,Eric Idle," You want to complain! Look at these shoes. 
            I've only had them three weeks and the heels are worn right through."
118,Michael Palin," No, I want to complain about..."
119,Eric Idle," If you complain nothing happens, you might as 
            well not bother."
120,Michael Palin, Oh!
121,Eric Idle," Oh my back hurts, it's not a very fine day and 
            I'm sick and tired of this office."
122,Michael Palin, 
123,Terry Jones," No, no, no. Hold your head like this, then go 
            Waaah. Try it again. "
124,Michael Palin, uuuwwhh!!
125,Terry Jones," Better, Better, but Waah, Waah! Put your hand 
            there."
126,Michael Palin, No.
127,Terry Jones, Now..
128,Michael Palin, Waaaaah!!!
129,Terry Jones," Good, Good! That's it."
130,Michael Palin, Stop hitting me!!
131,Terry Jones, What?
132,Michael Palin, Stop hitting me!!
133,Terry Jones, Stop hitting you?
134,Michael Palin, Yes!
135,Terry Jones, Why did you come in here then?
136,Michael Palin, I wanted to complain.
137,Terry Jones," Oh no, that's next door. It's 
            being-hit-on-the-head lessons in here."
138,Michael Palin, What a stupid concept.
0,Graham Chapman, Right. Hold it there. 
1,Michael Palin, What? 
2,Graham Chapman," Allow me to introduce myself. I'm Inspector 
            Fox of the Light Entertainment Police, Comedy Division, Special 
            Flying Squad. "
3,Michael Palin, Flying Fox of the Yard. 
4,Graham Chapman, Shut up! 
5,Michael Palin, Ooooh? 
6,Terry Jones," No, no, no - Waagh! "
7,Graham Chapman, And you. 
8,Terry Jones, Waagh! 
9,Graham Chapman," He's good! You could learn a thing or two 
            from him. Right now you two me old beauties, you are nicked. "
10,Michael Palin, What for? 
11,Graham Chapman," I'm charging you two under Section 21 of 
            the Strange Sketch Act. "
12,Michael Palin, The what? 
13,Graham Chapman," You are hereby charged that you did 
            willfully take part in a strange sketch, that is, a skit, spoof or 
            humorous vignette of an unconventional nature with intent to cause 
            grievous mental confusion to the Great British Public. "
14,Terry Jones, It's a fair cop. 
15,Graham Chapman, And you tosh. 
16,Michael Palin, WAAAGH! 
17,Graham Chapman," That's excellent! Right, come on down the 
            Yard. "
18,Eric Idle," Hold it. Hold it. Allow me to introduce 
            myself. I'm Inspector Thompson's Gazelle of the program Planning 
            Police, Light Entertainment Division, Special Flying Squad. "
19,Graham Chapman, Flying Thompson's Gazelle of the Yard! 
20,Eric Idle, Shut up! 
21,Graham Chapman, Waaaagh! 
22,Terry Jones, He's good. 
23,Eric Idle, Shut up! 
24,Terry Jones, WAAGH! 
25,Michael Palin, Rotten. 
26,Graham Chapman," Good. Now I'm 'arrestin' this entire show on 
            three counts: one, acts of self-conscious behavior contrary to the 
            'Not in front of the children' Act, two, always saying 'It's so and 
            so of the Yard' every time the fuzz arrives and, three, and this is 
            the cruncher, offences against the 'Getting out of sketches without 
            using a proper punchline' Act, four, namely, simply ending every 
            bleedin' sketch by just having a policeman come in and... wait a 
            minute. "
27,John Cleese, Hold it. 
28,Graham Chapman, It's a fair cop. 
0,Michael Palin," Hello, good evening and welcome to another 
            edition of Blood Devastation Death War and Horror, and later on 
            we'll be meeting a man who *does* gardening. But first on the show 
            we've got a man who speaks entirely in anagrams."
1,Eric Idle, Taht si crreoct.
2,Michael Palin, Do you enjoy it?
3,Eric Idle, I stom certainly od. Revy chum so.
4,Michael Palin, And what's your name?
5,Eric Idle, Hamrag - Hamrag Yatlerot
6,Michael Palin," Well, Graham, nice to have you on the show. 
            Now, where do you come from?"
7,Eric Idle, Bumcreland.
8,Michael Palin, Cumberland?
9,Eric Idle, Stah't it sepricely.
10,Michael Palin," And I believe you're working on an anagram 
            version of Shakespeare?"
11,Eric Idle," Sey, sey - taht si crreoct, er - ta the mnemot I'm 
            wroking on ""The Mating of the Wersh""."
12,Michael Palin," ""The Mating of the Wersh""? By William 
            Shakespeare?"
13,Eric Idle," Nay, by Malliwi Rapesheake."
14,Michael Palin, And what else?
15,Eric Idle," ""Two Netlemeng of Verona"", ""Twelfth Thing"", ""The 
            Chamrent of Venice""...."
16,Michael Palin," Have you done ""Hamlet""?"
17,Eric Idle," ""Thamle"". 'Be ot or bot ne ot, tath is the nestquoi.'"
18,Michael Palin, And what is your next project?
19,Eric Idle," ""Ring Kichard the Thrid""."
20,Michael Palin, I'm sorry?
21,Eric Idle, 'A shroe! A shroe! My dingkom for a shroe!'
22,Michael Palin," Ah, Ring Kichard, yes... but surely that's 
            not an anagram, that's a spoonerism."
23,Eric Idle," If you're going to split hairs, I'm going to piss 
            off. "
0,John Cleese, Tony M. Nyphot's Flying Risccu. 
1,John Cleese," Mrs. Scab, you have twelve hours to beat the 
            clock. "
2,John Cleese, Correct! 
3,Graham Chapman," I've done it. I've done it. Ha, ha, ha! "
0,John Cleese," Hello? Ah, Mr. Victim, I'm glad to say that 
            I've got the go-ahead to lend you the money you require. Yes, of 
            course we will want as security the deeds of your house, of your 
            aunt's house, of your second cousin's house, of your wife's parents' 
            house, and of your grannie's bungalow, and we will in addition need 
            a controlling interest in your new company, unrestricted access to 
            your private bank account, the deposit in our vaults of your three 
            children as hostages and a full legal indemnity against any acts of 
            embezzlement carried out against you by any members of our staff 
            during the normal course of their duties... no, I'm afraid we 
            couldn't accept your dog instead of your youngest child, we would 
            like to suggest a brand new scheme of ours under which 51% of both 
            your dog and your wife pass to us in the event of your suffering a 
            serious accident. Fine. No, not at all, nice to do business with 
            you. "
1,Terry Jones, That's right. 
2,John Cleese, How do you do. I'm a merchant banker. 
3,Terry Jones, How do you do Mr... 
4,John Cleese," Er... I forget my name for the moment but I am 
            a merchant banker. "
5,Terry Jones," Oh. I wondered whether you'd like to contribute 
            to the orphan's home. "
6,John Cleese," Well I don't want to show my hand too early, 
            but actually here at Slater Nazi we are quite keen to get into 
            orphans, you know, developing market and all that... what son of sum 
            did you have in mind? "
7,Terry Jones, Well... er... you're a rich man. 
8,John Cleese," Yes, I am. Yes. Yes, very very rich. Quite 
            phenomenally wealthy. Yes, I do own the most startling quantifies of 
            cash. Yes, quite right... you're rather a smart young lad aren't 
            you. We could do with somebody like you to feed the pantomime horse. 
            Very smart. "
9,Terry Jones," Thank you, sir. "
10,John Cleese," Now, you were saying. I'm very, very, very, 
            very, very, very, very, very, very, very, very rich. "
11,Terry Jones," So er, how about a pound? "
12,John Cleese," A pound. Yes, I see. Now this loan would be 
            secured by the... "
13,Terry Jones," It's not a loan, sir. "
14,John Cleese, What? 
15,Terry Jones, It's not a loan. 
16,John Cleese, Ah. 
17,Terry Jones," You get one of these, sir. "
18,John Cleese," It's a bit small for a share certificate isn't 
            it? Look, I think I'd better run this over to our legal department. 
            If you could possibly pop back on Friday. "
19,Terry Jones," Well do you have to do that, couldn't you just 
            give me the pound? "
20,John Cleese," Yes, but you see I don't know what it's for.
            "
21,Terry Jones, It's for the orphans. 
22,John Cleese, Yes? 
23,Terry Jones, It's a gift. 
24,John Cleese, A what? 
25,Terry Jones, A gift? 
26,John Cleese, Oh a gift! 
27,Terry Jones, Yes. 
28,John Cleese, A tax dodge. 
29,Terry Jones," No, no, no, no. "
30,John Cleese," No? Well, I'm awfully sorry I don't understand. 
            Can you just explain exactly what you want. "
31,Terry Jones," Well, I want you to give me a pound, and then I 
            go away and give it to the orphans. "
32,John Cleese, Yes? 
33,Terry Jones," Well, that's it. "
34,John Cleese," No, no, no, I don't follow this at all, I mean, 
            I don't want to seem stupid but it looks to me as though I'm a pound 
            down on the whole deal. "
35,Terry Jones," Well, yes you are. "
36,John Cleese," I am! Well, what is my incentive to give you 
            the pound? "
37,Terry Jones," Well the incentive is - to make the orphans 
            happy. "
38,John Cleese, 
39,Terry Jones," Yes, lots of people give me money. "
40,John Cleese," What, just like that? "
41,Terry Jones, Yes. 
42,John Cleese," Must be sick. I don't suppose you could give me 
            a list of their names and addresses could you? "
43,Terry Jones," No, I just go up to them in the street and ask.
            "
44,John Cleese," Good lord! That's the most exciting new idea 
            I've heard in years! It's so simple it's brilliant! Well, if that 
            idea of yours isn't worth a pound I'd like to know what is. "
45,Terry Jones," Oh, thank you, sir. "
46,John Cleese," The only trouble is, you gave me the idea 
            before I'd given you the pound. And that's not good business. "
47,Terry Jones, Isn't it? 
48,John Cleese," No, I'm afraid it isn't. So, um, off you go. "
0,John Cleese, Now I've asked you to ... 
1,John Cleese, 
0,John Cleese," Sketch just starting, actor wanted. "
1,Eric Idle, Good morning. 
2,Graham Chapman," Morning, sir. "
3,Eric Idle, I'd like to join the army please. 
4,Eric Idle, As long as possible please. 
5,Graham Chapman," Right well I'll just take a few particulars and 
            then... "
6,Graham Chapman, Shove off! 
7,Eric Idle," Yes. Yes, yes I see. "
8,Graham Chapman," The Women's Royal Army Corps, sir? "
9,Eric Idle," Yes. I was just thinking, you know, if it was 
            possible for me to have my choice ... I'd prefer to be in the 
            Women's Royal Amy Corps. "
10,Graham Chapman," Well, I'm afraid that the people that recruit here 
            normally go straight into the Scots Guards. "
11,Eric Idle, Which is all... men... I suppose? 
12,Graham Chapman, Yes it is. 
13,Eric Idle," Yes. Are there any regiments which are more 
            effeminate than others? "
14,Graham Chapman," Well, no sir. I mean, apart from the Marines, 
            they're all dead butch. "
15,Eric Idle," You see, what I really wanted was a regiment 
            where I could be really quiet and have more time to myself m work 
            with fabrics, and creating new concepts in interior design. "
16,Graham Chapman," Working with fabrics and experimenting with 
            interior design! "
17,Eric Idle, Yes. 
18,Graham Chapman," Oh well you want the Durham Light Infantry then, 
            sir. "
19,Eric Idle, Oh. 
20,Graham Chapman," Oh yes. That's the only regiment that's really 
            doing something new with interior design, with color, texture, line 
            and that. "
21,Eric Idle, I see. 
22,Graham Chapman," Oh yes, I mean their use of color with fabrics is 
            fantastic. I saw their pattern book the other day - beautiful, 
            beautiful. Savage tans, great slabs of black, set against aggressive 
            orange. It really makes you want to shout out, this is good! This is 
            real! "
23,Eric Idle, Really? 
24,Graham Chapman," Oh yes. I mean the Inniskillin Fusiliers and the 
            Anglian Regiment are all right if you're interested in the art 
            nouveau William Morris revival bit, but if you really want a 
            regiment of the line that is really saying something about interior 
            decor, then you've got to go for the Durham Light Infantry. "
25,Eric Idle," Oh, I've had enough of this. I'm handing in my 
            notice. "
26,Graham Chapman, What do you mean? 
27,Eric Idle," Well I 'mean, when I applied for this job I 
            thought I'd get a few decent lines but you end up doing the whole 
            thing. I mean my last five speeches have been 'really, really - I 
            see - I see' and 'really'. I wouldn't give those lines to a dog. "
28,Graham Chapman," All right, all right, all right, sonny. I'll tell 
            you what. We'll do something different. I'll be a bus conductor, and 
            you can be a really funny passenger on a bus."
0,Eric Idle, Fivepenny please. 
1,Eric Idle, Look! 
2,Eric Idle," Look! You said I was going to be a funny 
            passenger. "
3,Eric Idle," I mean, all I said was, fivepenny please, You 
            can't call that a funny line. "
4,Eric Idle," No it isn't. Nobody can say 'fivepenny please' 
            and make it funny. "
0,Terry Jones, Fivepenny please. 
1,Terry Jones, Morning. 
2,Terry Jones," Not so warm today, George. "
3,Terry Jones, Voice Good morning. 
4,Michael Palin," Come in, Mr. Horton. "
5,Terry Jones," Morning, sir. "
6,Michael Palin, Do - do sit down. 
7,Terry Jones," Thank you, sir. "
8,Michael Palin," Now then Horton, you've been with us for twenty 
            years, and your work in the accounts department has been immaculate
            "
9,Terry Jones, 
0,Michael Palin," Good evening. Well tonight, we are going to 
            talk about... well that is... I am going to talk about... well 
            actually I am talking about it now... well I'm not talking about it 
            now, but I am talking... I know I'm pausing occasionally, and not 
            talking during the pauses, but the pauses are pan of the whole 
            process of talking... when one talks one has to pause... er ... like 
            then! I paused ... but I was still talking ... and again there! No 
            the real point of what I'm saying is that when I appear not to be 
            talking don't go nipping out to the kitchen, putting the kettle on 
            ... buttering scones... or getting crumbs and bits of food out of 
            those round brown straw mats that the teapot goes on... because in 
            all probability I'm still talking and what you heard was a pause ... 
            er ... like there again. Look! To make it absolutely easier, so 
            there's no problem at all, what I'll do, I'll give you some kind of 
            sign, like this "
1,Michael Palin," No, no! No sorry - just demonstrating... 
            haven't finished. Haven't started yet. "
2,Eric Idle, 
3,Michael Palin, ... with a large piece of wet paper. 
4,Eric Idle, 
0,Jon Cleese, 
1,Carol Cleveland, Hello. 
2,Jon Cleese," ... has not been able to announce since our 
            youngest, Clifford, was born, and, well, "
3,Michael Palin," Hello, I'm another announcer, my name's Dick. 
            Joe-jums just rang me and said Jack was having a bad time with this 
            announcement, so I've just come to give him a hand. How is he, 
            Joe-jums? "
4,Carol Cleveland," Pretty bad, Dick. "
5,Michael Palin," Jack ... it's Dick ... Do you want me to make the 
            announcement? "
6,Jon Cleese," No, no Dick. I must do it myself... "
7,Michael Palin," Good man. Now remember your announcer's training: 
            deep breaths, and try not to think about what you're saying... "
8,Jon Cleese, Good evening. This 
9,Carol Cleveland," Good luck, Jack. "
10,Michael Palin," Keep going, old boy. "
11,Jon Cleese," It's ... nine o'clock ... and ... time ... for ... 
            the News ... read by ... Richard Baker... "
12,Carol Cleveland, You've done it. 
13,Michael Palin," Congratulations, old man! "
14,Carol Cleveland," Fantastic darling, you were brilliant. No, no, 
            it was the best you ever did. "
15,Jon Cleese, Thank God. 
16,Carol Cleveland, It was absolutely super. 
17,Michael Palin, ... have a drink. For God's sake drink this... 
18,Jon Cleese, Fantastic. 
19,Michael Palin, The least I could do - super - I must come over. 
20,Jon Cleese, I can't tell you how much that means. 
21,Richard Baker," ... until the name Maudling is almost totally 
            obscured. That is the ned of the micro-not wens. And now it's time 
            for the late night film."
0,Carol Cleveland," Oh pantomime horse, that was wonderful. - "
1,Carol Cleveland," No, no, I mustn't. It makes me throw up... oh, I'm 
            so bleeding happy. "
2,Carol Cleveland," Oh, pantomime horse. "
3,Graham Chapman, Then... 
4,John Cleese," And now the English pantomime horse has very 
            nearly caught up with the Russian pantomime horse, I think he's 
            going to take him any moment now but what is this? What is this? "
5,John Cleese, 
0,Eric Idle," Good evening, and welcome to the Arthur Ludlow 
            Memorial Baths, Newport, for this year's finals of the All-England 
            Summarize Proust Competition. "
1,Terry Jones," (TERRY J) Good evening and welcome, whereas Proust 
            would say, 'la malade imaginaire de recondition et de toute 
            surveillance est bientôt la même chose'. "
2,Graham Chapman," Proust's novel ostensibly tells of the 
            irrevocability of time lost, the forfeiture of innocence through 
            experience, the reinstatement of extra-temporal values of time 
            regained, ultimately the novel is both optimistic and set within the 
            context of a humane religious experience, re-stating as it does the 
            concept of intemporality. in the first volume, Swarm, the family 
            friend visits... "
3,Terry Jones," Well tried, Harry. "
4,Eric Idle," A good attempt there but unfortunately he 
            chose a general appraisal of the work, before getting on to the 
            story and as you can see "
5,Terry Jones," Harry: Bagot, you're from Luton? "
6,Graham Chapman," Yes, Arthur, yeah. "
7,Terry Jones," Now Harry what made you first want to try and start 
            summarizing Proust "
8,Graham Chapman," Well I first entered a seaside Summarizing Proust 
            Competition when I was on holiday in Bournemouth, and my doctor 
            encouraged me with it. "
9,Terry Jones," And Harry, what are your hobbies outside summarizing?
            "
10,Graham Chapman," Well, strangling animals, golf and masturbating.
            "
11,Terry Jones," Well, thank you Harry Bagot. "
12,Graham Chapman, walks off-stage. Music and applause. 
13,Eric Idle," Well there he goes. Harry Bagot. He must have 
            let himself down a bit on the hobbies, golf's not very popular 
            around here, but never mind, a good try. "
14,Terry Jones," Thank you ladies and gentlemen. Mr. Rutherford from 
            Leicester, are you ready Ronald? "
15,Michael Palin," Er, well, Swann, Swann, there's this house, 
            there's this house, and er, it's in the morning, it's in the morning 
            - no, it's the evening, in the evening and er, there's a garden and 
            er, this bloke comes in - bloke comes in - what's his name - what's 
            his name, er just said it - big bloke - Swarm, Swarm "
16,Terry Jones," And now ladies and gentlemen, I'd like you to welcome 
            the last of our all-England finalists this evening, from Bingley, 
            the Bolton Choral Society and their leader Superintendent McGough, 
            (a big choir comes on, immaculately drilled, each holding a score, 
            with Fred Tomlinson as superintendent McGough) All right Bingley, 
            remember you've got fifteen seconds to summarize Proust in his 
            entirety starting from now. "
17,Eric Idle," Very ambitious try there, but in fact the 
            least successful of the evening, they didn't even get as far as the 
            first volume. "
18,Terry Jones," Well ladies and gentlemen, I don't think any of our 
            contestants this evening have succeeded in encapsulating the 
            intricacies of Proust's masterwork, so I'm going to award the first 
            prize this evening to the girl with the biggest tits. "
0,Michael Palin," Mount Everest. Forbidding, aloof, terrifying. 
            The mountain with the biggest tits in the world."
1,Eric Idle, Start again!
2,Michael Palin," Mount Everest. Forbidding, aloof, terrifying. 
            This year, this remote Himalayan mountain, this mystical temple, 
            surrounded by the most difficult terrain in the world, repulsed yet 
            another attempt to conquer it. "
3,Michael Palin," Well, people keep taking your hairdryer on 
            every turn."
4,Graham Chapman, There's a lot of bitching in the tents.
5,Eric Idle, You couldn't get near the mirror.
6,Michael Palin," The leader of the expedition was Colonel Sir 
            John Cheesy-Weezy Butler, veteran K2, Annapurna, and Vidal. His plan 
            was to ignore the usual route around the south and to make straight 
            for the top."
7,Graham Chapman," We established Base Salon here, and climbed quite 
            steadily up to Mario's, here. From here, using crampons and cutting 
            ice steps as we went, we moved steadily up the face to the north 
            ridge, establishing Camp Three, where we could get a hot meal, a 
            manicure, and a shampoo and set."
8,Michael Palin," Could it work? Could this 18-year old 
            hairdresser from Brixton succeed where others had failed? The 
            situation was complicated by the imminent arrival of the monsoon 
            storms. Patrice takes up the story."
9,Eric Idle," Well, we knew as well as anyone that the monsoons 
            were due. But the thing was, Ricky and I had just had a blow dry and 
            rinse, and we couldn't go out for a couple of days."
10,Michael Palin," After a blazing row, the Germans and Italians 
            had turned back, taking with them the last of the hairnets. On the 
            third day, a blizzard blew up. Temperatures fell to minus 30 degrees 
            centigrade. Inside the little tent, things were getting desperate."
11,Michael Palin," Well, things have gotten so bad that we've been 
            forced to use the last of the heavy oxygen equipment just to keep 
            the dryers going. "
12,Michael Palin," But a new factor had entered the race. A team 
            of French chiropodists, working with brand new corn plasters and Dr. 
            Scholl's Mountaineering Sandals, were close behind. The Glasgow 
            Orpheus male voice choir were tackling the difficult north part. All 
            together, fourteen expeditions were at the scene. This was it. Ricky 
            had to make a decision."
13,Eric Idle," Well, he decided to open a salon."
14,Michael Palin, It was a tremendous success.
15,Eric Idle," Challenging Everest? Why not drop in at 
            Ricky Pule's, only 2400 feet from this cinema. "
0,Terry Jones," Hello, is that the fire brigade? "
1,Michael Palin," No, sorry, wrong number. "
2,Eric Idle," That phone's not stopped ringing all day.
            "
3,Michael Palin," No, no, you put them in separately when the 
            vine leaves are ready. "
4,Eric Idle," Oh, no, not again. "
5,Terry Jones, I can't get the fire brigade Mervyn. 
6,John Cleese," Here, let me try, dear. You go and play the cello.
            "
7,Terry Jones," Oh it doesn't do any good, dear. "
8,John Cleese," Look. Do you want the little hamster to live or 
            not? "
9,Terry Jones," Yes I do, Mervyn. "
10,John Cleese, Well go and play the cello! 
11,John Cleese," Hello, hello, operator? Yes we're trying to get 
            the fire brigade ... No, the fire brigade. Yes, yes, yes, yes, yes, 
            yes, yes, yes, yes, yes, what? ... "
12,Terry Jones, 
13,John Cleese, What? 
14,Terry Jones, He's slipped away. 
15,John Cleese, What? 
16,Terry Jones, The sodding hamster's dead! 
17,John Cleese, 
18,Terry Jones," Some Mozart concertos, dear. "
19,John Cleese, What... How did he... ? 
20,Terry Jones," His eyes just closed, and he fell into the 
            wastepaper basket. I've covered him with a copy of the 'Charlie 
            George Football Book'. "
21,John Cleese, 
22,Terry Jones," There was nothing we could do, Mervyn. If 
            we'd have had the whole Philharmonic Orchestra in there, he'd still 
            have gone. "
23,John Cleese," I'm going upstairs, I can't bear it. "
24,Terry Jones, 
25,John Cleese, Dam. 
26,Terry Jones, 
27,John Cleese, 
28,Terry Jones," No, he doesn't want anyone at the moment, 
            thank you. No, yes, yes, no thank you for trying, yes, yes, ... no, 
            Saxones, yes, yes thank you, bye, bye. "
29,Graham Chapman," Mummy, "
30,Terry Jones, Eamonn. 
31,Graham Chapman," Well, things is pretty bad there at the moment but 
            there does seem some hope of a constitutional settlement. "
32,Terry Jones," Oh don't talk. Let me just look at you, "
33,Graham Chapman," Great to be home, mummy. How are you? "
34,Terry Jones," Oh, I'm fine. I must just go upstairs and get 
            your room ready. "
35,Graham Chapman," It's a bungalow, mummy. "
36,Terry Jones," Oh dam, yes. Mervyn, Mervyn - look who's 
            here, it's our Eamonn come back to see us. "
37,John Cleese," Hello, Eamonn. "
38,Graham Chapman," Hello, Merv. "
39,John Cleese, How was Dublin? 
40,Graham Chapman," Well as I was telling mummy here, things is pretty 
            bad there at the moment but there does seem some hope of a 
            constitutional settlement. "
41,John Cleese, 
42,Terry Jones," Oh no, Thursday's the Industrial Relations 
            Bill Dinner Dance. Can't they make it another day? "
43,John Cleese, 
44,Michael Palin," And so it was the fire brigade eventually came 
            round on Friday night. "
45,Terry Jones," Oh, so glad you could come. What would you 
            like to drink? Gin and tonic? Sherry? "
46,Michael Palin, 
47,Michael Palin," Well, how was Dublin, Eamonn? "
48,Graham Chapman," Well, as I was telling mummy and Mervyn earlier, 
            things is pretty bad there at the moment but there does seem some 
            hope of a constitutional... "
49,Terry Jones, 
