,name,text
491,BRIAN," Yes, sir. Thank you, sir. Hail Caesar, sir. "
492,CENTURION," Hail Caesar. If it's not done by sunrise, I'll cut 
        your balls off. "
493,BRIAN," Oh, thank you, sir. Thank you, sir. Hail Caesar and 
        everything, sir! Oh. Mmm! "
494,ROMAN SOLDIER STIG, Right. Now don't do it again. 
495,MAN, Hey! Bloody Romans. 
496,FRANCIS," We're gettin' in through the underground heating 
        system here, up through into the main audience chamber here, and 
        Pilate's wife's bedroom is here. Having grabbed his wife, we inform 
        Pilate that she is in our custody and forthwith issue our demands. Any 
        questions? "
497,COMMANDO XERXES, What exactly are the demands? 
498,REG," We're giving Pilate two days to dismantle the entire 
        apparatus of the Roman Imperialist State, and if he doesn't agree 
        immediately, we execute her. "
499,MATTHIAS, Cut her head off? 
500,FRANCIS," Cut all her bits off. Send 'em back on the hour every 
        hour. Show them we're not to be trifled with. "
501,REG," Also, we're demanding a ten foot mahogany statue of the 
        Emperor Julius Caesar with his dock hangin' out. "
502,P.F.J., 
503,LORETTA," What? They'll never agree to that, Reg. "
504,REG," That's just a bar-- a bargaining counter. And of course, 
        we point out that they bear full responsibility when we chop her up, and 
        that we shall not submit to blackmail! "
505,COMMANDOS, No blackmail! 
506,REG," They've bled us white, the bastards. They've taken 
        everything we had, and not just from us, from our fathers, and from our 
        fathers' fathers. "
507,LORETTA, And from our fathers' fathers' fathers. 
508,REG, Yeah. 
509,LORETTA, And from our fathers' fathers' fathers' fathers. 
510,REG," Yeah. All right, Stan. Don't labour the point. And what 
        have they ever given us in return?! "
511,XERXES, The aqueduct? 
512,REG, What? 
513,XERXES, The aqueduct. 
514,REG," Oh. Yeah, yeah. They did give us that. Uh, that's true. 
        Yeah. "
515,COMMANDO #3, And the sanitation. 
516,LORETTA," Oh, yeah, the sanitation, Reg. Remember what the city 
        used to be like? "
517,REG," Yeah. All right. I'll grant you the aqueduct and the 
        sanitation are two things that the Romans have done. "
518,MATTHIAS, And the roads. 
519,REG," Well, yeah. Obviously the roads. I mean, the roads go 
        without saying, don't they? But apart from the sanitation, the aqueduct, 
        and the roads-- "
520,COMMANDO, Irrigation. 
521,XERXES, Medicine. 
522,COMMANDOS, Huh? Heh? Huh... 
523,COMMANDO #2, Education. 
524,COMMANDOS, Ohh... 
525,REG," Yeah, yeah. All right. Fair enough. "
526,COMMANDO #1, And the wine. 
527,COMMANDOS," Oh, yes. Yeah... "
528,FRANCIS," Yeah. Yeah, that's something we'd really miss, Reg, 
        if the Romans left. Huh. "
529,COMMANDO, Public baths. 
530,LORETTA," And it's safe to walk in the streets at night now, 
        Reg. "
531,FRANCIS," Yeah, they certainly know how to keep order. Let's 
        face it. They're the only ones who could in a place like this. "
532,COMMANDOS," Hehh, heh. Heh heh heh heh heh heh heh. "
533,REG," All right, but apart from the sanitation, the medicine, 
        education, wine, public order, irrigation, roads, a fresh water system, 
        and public health, what have the Romans ever done for us? "
534,XERXES, Brought peace. 
535,REG, Oh. Peace? Shut up! 
536,MATTHIAS," I am a poor man. My sight is poor. My legs are old 
        and bent, and-- "
537,JUDITH," It's all right, Matthias. "
538,MATTHIAS, It's all clear. 
539,JUDITH," Well, where's Reg? "
540,FRANCIS," Oh, Reg. Reg, it's Judith. "
541,REG, What went wrong? 
542,JUDITH, The first blow has been struck! 
543,REG, Did he finish the slogan? 
544,JUDITH," A hundred times, in letters ten foot high, all the way 
        around the palace! "
545,REG," Oh, great. Great. We-- we need doers in our movement, 
        Brian, but, before you join us, know this. There is not one of us here 
        who would not gladly suffer death to rid this country of the Romans once 
        and for all. "
546,COMMANDO," Uhh. Well, one. "
547,REG," Oh, yeah. Yeah, there's one, but otherwise, we're solid. 
        Are you with us? "
548,BRIAN, Yes! 
549,REG," From now on, you shall be called 'Brian that is called 
        Brian'. Tell him about the raid on Pilate's palace, Francis. "
550,FRANCIS, Right. This is the plan... 
551,FRANCIS," Now, this is the palace in Caesar's Square. Our 
        commando unit will approach from Fish Street, under cover of night, and 
        make our way to the northwestern main drain. If questioned, we are 
        sewage workers on our way to a conference. Reg, our glorious leader and 
        founder of the P.F.J., will be coordinating consultant at the drain 
        head, though he himself will not be taking part in any terrorist action, 
        as he has a bad back. "
552,BRIAN, Aren't you going to come with us? 
553,REG," Solidarity, brother. "
554,BRIAN," Oh, yes. Solidarity, Reg. "
555,FRANCIS," Once in the sewer, timing will be of the essence. 
        There is a Roman feast later in the evening, so we must move fast, and 
        don't wear your best sandals. Turning left here, we enter the 
        Caesar-Augustus memorial sewer and from there, proceed directly to the 
        hypocaust. This has just been re-tiled, so terrorists, careful with 
        those weapons. We will now be directly beneath Pilate's audience chamber 
        itself. This is the moment for Habbakuk to get out his prong. "
556,CAMPAIGN FOR FREE GALILEE, Shhh! Shh. Shhh. Shh. 
557,DEADLY DIRK, Campaign for Free Galilee. 
558,FRANCIS," Oh. Uh, People's Front of Judea. Officials. "
559,DEADLY DIRK, Oh. 
560,FRANCIS, What's your group doing here? 
561,DEADLY DIRK," We're going to kidnap Pilate's wife, take her 
        back, issue demands. "
562,FRANCIS, So are we. 
563,DEADLY DIRK, What? 
564,FRANCIS, That's our plan! 
565,DEADLY DIRK, We were here first! 
566,FRANCIS, What do you mean?! 
567,DEADLY DIRK, We thought of it first! 
568,WARRIS," Oh, yeah? "
569,DEADLY DIRK," Yes, a couple of years ago! "
570,P.F.J., Ha. Heh. Ha ha. 
571,DEADLY DIRK, We did! 
572,FRANCIS," Okay, c-- co-- come on. You got all your demands 
        worked out, then? "
573,DEADLY DIRK, 'Course we have. 
574,FRANCIS, What are they? 
575,DEADLY DIRK," Well, I'm not telling you. "
576,P.F.J., Aghhh... 
577,FRANCIS," Oh, come on. Pull the other one. "
578,P.F.J., Shh! 
579,DEADLY DIRK," That's not the point! We thought of it before 
        you! "
580,WARRIS, Did not. 
581,DEADLY DIRK, We did! 
582,FRANCIS, You didn't. 
583,C.F.G., We bloody did! 
584,BRIAN, Shhhh! 
585,P.F.J., Shhhhh! Shh. 
586,DEADLY DIRK," You bastards! We've been planning this for 
        months. "
587,FRANCIS," Well, tough titty for you, Fish Face. Oh! Oh. "
588,RANDOM, All right. 
589,WARRIS, Clever. You sly... 
590,BRIAN," Brothers! Brothers! We should be struggling together!
        "
591,FRANCIS, We are! Ohh. 
592,BRIAN," We mustn't fight each other! Surely we should be united 
        against the common enemy! "
593,EVERYONE, The Judean People's Front?! 
594,BRIAN," No, no! The Romans! "
595,EVERYONE," Oh, yeah. Yeah. Yeah. Yes. "
596,FRANCIS," Yeah. He's right. Let's go in, get her out, and we 
        can argue afterwards. "
597,DEADLY DIRK, All right. 
598,RANDOM, Yeah. 
599,FRANCIS, Promise. 
600,RANDOM, Yeah. 
601,DEADLY DIRK, Solidarity! 
602,RANDOM, Solidarity. 
603,EVERYONE, Solidarity. 
604,RANDOM, Ahh. 
605,RANDOM, Let's go get her. 
606,COMMANDOS, Oh. Oh! Oh! Ohhh! Aaahh! Waahh! Ooh... 
607,COMMANDO," I got her. I got her. Quick. I got her! I-- I-- Uhm. 
        She got me. Help! She got me. She g-- "
608,P.F.J., Shh. Shh. Shhh! Shh... 
609,COMMANDO, 
610,COMMANDOS," Get the door! The door! Get the door! Good, I got--
        "
611,DEADLY DIRK, Ahh. 
612,FRANCIS, You stupid-- 
613,COMMANDO, Waaahh! 
614,RANDOM, Agh. 
615,RANDOM, Aahh. 
616,DEADLY DIRK, I don't believe it. 
617,FRANCIS, You stupid bastard. 
618,RANDOM, Look out! 
619,RANDOM, Careful. 
620,DEADLY DIRK, Right! Where were we? 
621,FRANCIS," Uhh, you were going to punch me. "
622,DEADLY DIRK," Oh, yeah. "
623,BRIAN, Brothers! 
624,VOICE, Huo! 
625,VOICE, Hoo hoo hoo! Oh! 
626,BRIAN, Eh. 
627,JAILER," Eh, heh heh ha. "
628,BRIAN, Aah! Eh. 
629,JAILER," Eh, heh heh. "
630,BEN, You lucky bastard. 
631,BRIAN, Who's that? 
632,BEN," You lucky, lucky bastard. "
633,BRIAN, What? 
634,BEN," Proper little jailer's pet, aren't we? "
635,BRIAN, What do you mean? 
636,BEN," You must have slipped him a few shekels, eh? "
637,BRIAN," Slipped him a few shekels? You saw him spit in my face!
        "
638,BEN," Ohh! What wouldn't I give to be spat at in the face! I 
        sometimes hang awake at night dreaming of being spat at in the face. "
639,BRIAN," Well, it's not exactly friendly, is it? They had me in 
        manacles! "
640,BEN," Manacles! Ooh oooh oh oh. My idea of heaven is to be 
        allowed to be put in manacles... just for a few hours. They must think 
        the sun shines out o' your arse, sonny. "
641,BRIAN," Oh, lay off me. I've had a hard time! "
642,BEN," You've had a hard time?! I've been here five years! They 
        only hung me the right way up yesterday! So, don't you come 'rou-- "
643,BRIAN, All right. All right. 
644,BEN, They must think you're Lord God Almighty. 
645,BRIAN, What will they do to me? 
646,BEN," Oh, you'll probably get away with crucifixion. "
647,BRIAN, Crucifixion?! 
648,BEN," Yeah, first offence. "
649,BRIAN, Get away with crucifixion?! It's-- 
650,BEN, Best thing the Romans ever did for us. 
651,BRIAN, What?! 
652,BEN," Oh, yeah. If we didn't have crucifixion, this country 
        would be in a right bloody mess. "
653,BRIAN, Guards! 
654,BEN," Nail him up, I say! "
655,BRIAN, Guards! 
656,BEN, Nail some sense into him! 
657,JAILER, 
658,BRIAN, I want you to move me to another cell. 
659,JAILER, Ha! 
660,BRIAN, Aah! 
661,BEN," Oh, look at that! Bloody favoritism! "
662,JAILER," Shut up, you! "
663,BEN, Sorry! 
664,JAILER, Huhh. 
665,BEN," Now, take my case. They hung me up here five years ago. 
        Every night, they take me down for twenty minutes, then they hang me up 
        again, which I regard as very fair, in view of what I done, and, if 
        nothing else, it's taught me to respect the Romans, and it's taught 
        me... that you'll never get anywhere in this life, unless you're 
        prepared to do a fair day's work for a fair day's pay! "
666,BRIAN," Oh, shut up! "
667,JAILER, Ehhh. 
668,CENTURION, Pilate wants to see you! 
669,BRIAN, Me? 
670,CENTURION, Come on! 
671,BRIAN, Pilate? What does he want to see me for? 
672,CENTURION," I think he wants to know which way up you want to 
        be crucified. "
673,BEN," Oh, ha ha ha haa! Ha haa! Nice one, Centurion. Like it. 
        Like it. "
674,CENTURION, Shut up! 
675,BEN," Right. Right. Terrific race, the Romans. Terrific. 
        "
676,PONTIUS PILATE, ...Make one large living awea. Ahh. 
677,CENTURION, Hail Caesar. 
678,PILATE, Hail. 
679,CENTURION," Only one survivor, sir. "
680,PILATE, Ah. Thwow him to the floor. 
681,CENTURION," What, sir? "
682,PILATE, Thwow him to the floor. 
683,CENTURION, Ah. 
684,BRIAN, Aagh! 
685,PILATE," Hmm. Now, what is your name, Jew? "
686,BRIAN," 'Brian', sir. "
687,PILATE," 'Bwian', eh? "
688,BRIAN," No, no. 'Brian'. "
689,PILATE, Hoo hoo hoo ho. The little wascal has spiwit. 
690,CENTURION," Has what, sir? "
691,PILATE, Spiwit. 
692,CENTURION," Yes. He did, sir. "
693,PILATE," No, no. Spiwit, siw. Um, bwavado. A touch of 
        dewwing-do. "
694,CENTURION," Oh. Ahh, about eleven, sir. "
695,PILATE," So, you dare to waid us. "
696,BRIAN," To what, sir? "
697,PILATE," Stwike him, Centuwion, vewy woughly! "
698,BRIAN, Aaah! 
699,CENTURION," Oh, and, uh, throw him to the floor, sir? "
700,PILATE, What? 
701,CENTURION," Thwow him to the floor again, sir? "
702,PILATE," Oh, yes. Thwow him to the floor, please. "
703,BRIAN, Aah! 
704,PILATE," Now, Jewish wapscallion. "
705,BRIAN, I'm not Jewish. I'm a Roman. 
706,PILATE, A Woman? 
707,BRIAN," No, no. Roman. "
708,PILATE," So, your father was a Woman. Who was he? "
709,BRIAN, He was a centurion in the Jerusalem Garrisons. 
710,PILATE, Weally? What was his name? 
711,BRIAN, 'Nortius Maximus'. 
712,CENTURION," Ahh, ha ha! "
713,PILATE," Centuwion, do we have anyone of that name in the 
        gawwison? "
714,CENTURION," Well, no, sir. "
715,PILATE," Well, you sound vewy sure. Have you checked? "
716,CENTURION," Well, no, sir. Umm, I think it's a joke, sir,... 
        like, uh, 'Sillius Soddus' or... 'Biggus Dickus', sir. "
717,GUARD #4, 
718,PILATE, What's so... funny about 'Biggus Dickus'? 
719,CENTURION," Well, it's a joke name, sir. "
720,PILATE," I have a vewy gweat fwiend in Wome called 'Biggus 
        Dickus'. "
721,GUARD #4, 
722,PILATE," Silence! What is all this insolence? You will find 
        yourself in gladiator school vewy quickly with wotten behavior like 
        that. "
723,BRIAN," Can I go now, sir? "
724,PILATE, Wait till Biggus Dickus hears of this. 
725,GUARD #4, 
726,PILATE, Wight! Take him away! 
727,CENTURION," Oh, sir, he-- he only-- "
728,PILATE," No, no. I want him fighting wabid, wild animals within 
        a week. "
729,CENTURION," Yes, sir. Come on, you. "
730,GUARD #4," Ha ha haa ha, ha ha ha. Hooo hooo hoo hoo. Hoo 
        hoo... "
731,PILATE," I will not have my fwiends widiculed by the common 
        soldiewy. Anybody else feel like a little... giggle... when I mention my 
        fwiend... Biggus... "
732,GUARD #1, 
733,PILATE, ...Dickus? 
734,GUARD #1, 
735,PILATE," What about you? Do you find it... wisible... when I 
        say the name... 'Biggus'... "
736,GUARD #3, 
737,PILATE, ...'Dickus'? 
738,GUARD #1 and GUARD #2, 
739,PILATE," He has a wife, you know. You know what she's called? 
        She's called... 'Incontinentia'. 'Incontinentia Buttocks'. "
740,GUARDS, 
741,PILATE, Stop! What is all this? 
742,GUARDS," Ha, ha ha ha ha ha... "
743,PILATE," I've had enough of this wowdy webel sniggewing 
        behavior. Silence! Call yourselves Pwaetowian guards? You're not-- 
        Seize him! Seize him! Blow your noses and seize him! "
744,WORKMAN, Hmm? Oh. 
745,BRIAN, Aaaaaaah! 
746,ALIEN #1, Aggz. 
747,ALIEN #2, Rozak kaibak. 
748,PASSER-BY," Ooh, you lucky bastard. "
749,BLOOD & THUNDER PROPHET," ...And the bezan shall be huge and 
        black, and the eyes thereof red with the blood of living creatures, and 
        the whore of Babylon shall ride forth on a three-headed serpent, and 
        throughout the lands, there'll be a great rubbing of parts. Yeeah... "
750,FALSE PROPHET," ...For the demon shall bear a nine-bladed 
        sword. Nine-bladed! Not two or five or seven, but nine, which he will 
        wield on all wretched sinners, sinners just like you, sir, there, and 
        the horns shall be on the head, with which he will... "
751,BORING PROPHET," ...Obadiah, his servants. There shall, in that 
        time, be rumors of things going astray, erm, and there shall be a great 
        confusion as to where things really are, and nobody will really know 
        where lieth those little things wi-- with the sort of raffia work base 
        that has an attachment. At this time, a friend shall lose his friend's 
        hammer and the young shall not know where lieth the things possessed by 
        their fathers that their fathers put there only just the night before, 
        about eight o'clock. Yea, it is written in the book of Cyril that, in 
        that time, shall the third one... "
752,BRIAN, How much? Quick. 
753,HARRY THE HAGGLER, What? 
754,BRIAN, It's for the wife. 
755,HARRY THE HAGGLER," Oh. Uhhh, twenty shekels. "
756,BRIAN, Right. 
757,HARRY THE HAGGLER, What? 
758,BRIAN, There you are. 
759,HARRY THE HAGGLER, Wait a minute. 
760,BRIAN, What? 
761,HARRY THE HAGGLER," Well, we're-- we're supposed to haggle. "
762,BRIAN," No, no. I've got to get-- "
763,HARRY THE HAGGLER," What do you mean, 'no, no, no'? "
764,BRIAN, I haven't time. I've got-- 
765,HARRY THE HAGGLER," Well, give it back, then. "
766,BRIAN," No, no, no. I just paid you. "
767,HARRY THE HAGGLER, Burt! 
768,BURT, Yeah? 
769,HARRY THE HAGGLER, This bloke won't haggle. 
770,BURT, Won't haggle?! 
771,BRIAN, All right. Do we have to? 
772,HARRY THE HAGGLER," Now, look. I want twenty for that. "
773,BRIAN, I-- I just gave you twenty. 
774,HARRY THE HAGGLER," Now, are you telling me that's not worth 
        twenty shekels? "
775,BRIAN, No. 
776,HARRY THE HAGGLER," Look at it. Feel the quality. That's none 
        of your goat. "
777,BRIAN, All right. I'll give you nineteen then. 
778,HARRY THE HAGGLER," No, no, no. Come on. Do it properly. "
779,BRIAN, What? 
780,HARRY THE HAGGLER," Haggle properly. This isn't worth nineteen.
        "
781,BRIAN," Well, you just said it was worth twenty. "
782,HARRY THE HAGGLER," Ohh, dear. Ohh, dear. Come on. Haggle. "
783,BRIAN, Huh. All right. I'll give you ten. 
784,HARRY THE HAGGLER," That's more like it. Ten?! Are you trying 
        to insult me?! Me, with a poor dying grandmother?! Ten?! "
785,BRIAN, All right. I'll give you eleven. 
786,HARRY THE HAGGLER," Now you're gettin' it. Eleven?! Did I hear 
        you right?! Eleven?! This cost me twelve. You want to ruin me?! "
787,BRIAN, Seventeen? 
788,HARRY THE HAGGLER," No, no, no, no. Seventeen. "
789,BRIAN, Eighteen? 
790,HARRY THE HAGGLER," No, no. You go to fourteen now. "
791,BRIAN, All right. I'll give you fourteen. 
792,HARRY THE HAGGLER, Fourteen?! Are you joking?! 
793,BRIAN, That's what you told me to say. 
794,HARRY THE HAGGLER," Ohh, dear. "
795,BRIAN," Ohh, tell me what to say. Please! "
796,HARRY THE HAGGLER, Offer me fourteen. 
797,BRIAN, I'll give you fourteen. 
798,HARRY THE HAGGLER, He's offering me fourteen for this! 
799,BRIAN, Fifteen! 
800,HARRY THE HAGGLER," Seventeen. My last word. I won't take a 
        penny less, or strike me dead. "
801,BRIAN, Sixteen. 
802,HARRY THE HAGGLER, Done. Nice to do business with you. 
803,BRIAN, Huh. 
804,HARRY THE HAGGLER," Tell you what. I'll throw you in this as 
        well. "
805,BRIAN," I don't want it, but thanks. "
806,HARRY THE HAGGLER, Burt! 
807,BURT, Yeah? 
808,BRIAN, All right! All right. All right. 
809,HARRY THE HAGGLER," Now, where's the sixteen you owe me? "
810,BRIAN, I just gave you twenty. 
811,HARRY THE HAGGLER," Oh, yeah. That's right. That's four I owe 
        you, then. "
812,BRIAN," Well, that's all right. That's fine. That's fine. "
813,HARRY THE HAGGLER," No. Hang on. I've got it here somewhere.
        "
814,BRIAN, That's all right. That's four for the gourd. 
815,HARRY THE HAGGLER," Four? For this gourd? Four?! Look at it. 
        It's worth ten if it's worth a shekel. "
816,BRIAN, But you just gave it to me for nothing. 
817,HARRY THE HAGGLER," Yes, but it's worth ten! "
818,BRIAN, All right. All right. 
819,HARRY THE HAGGLER," No, no, no, no. It's not worth ten. You're 
        supposed to argue, 'Ten for that? You must be mad!' Ohh, well. "
820,REG, Daniel. 
821,LORETTA, Daniel. 
822,FRANCIS, Job. 
823,REG, Job. 
824,LORETTA, Job. 
825,FRANCIS, Joshua. 
826,REG, Joshua. 
827,LORETTA, Joshua. 
828,FRANCIS, Judges. 
829,REG, Judges. 
830,LORETTA, Judges. 
831,FRANCIS, And Brian. 
832,REG, And Brian. 
833,LORETTA, And Brian. 
834,REG," I now propose that all seven of these ex-brothers be now 
        entered in the minutes as probationary martyrs to the cause. "
835,LORETTA," I second that, Reg. "
836,REG," Thank you, Loretta. On the nod. Siblings! "
837,MATTHIAS, Look out! 
838,BRIAN, Hello? Matthias! Reg! 
839,REG, Go away! 
840,BRIAN," Hm? Reg, it's me, Brian! "
841,REG, Get off! Get off out of it! 
842,BRIAN, Stan! 
843,LORETTA, Piss off. 
844,COMMANDO," Yeah, piss off! "
845,REG, Bugger off. 
846,BRIAN, Uhh. 
847,MATTHIAS, Coming! 
848,BORING PROPHET," Yea, verily, at that time, it is written in 
        the book of Obadiah. A man shall strike his donkey and his nephew's 
        donkey and anyone... "
849,MATTHIAS, My eyes are dim. I cannot see. 
850,CENTURION, Are you Matthias? 
851,MATTHIAS, Yes. 
852,CENTURION," We have reason to believe you may be hiding one 
        Brian of Nazareth, a member of the terrorist organisation, the 'People's 
        Front of Judea'. "
853,MATTHIAS," Me? No. I'm just a poor old man. I have no time for 
        law-breakers. My legs are grey. My ears are gnarled. My eyes are old and 
        bent. "
854,CENTURION, Quiet! Silly person. Guards! Search the house. 
855,MATTHIAS, No. 
856,CENTURION, Crucifixion. 
857,MATTHIAS, Oh. 
858,CENTURION," Nasty, eh? "
859,MATTHIAS, Hm. Could be worse. 
860,CENTURION," What do you mean, 'could be worse'? "
861,MATTHIAS," Well, you could be stabbed. "
862,CENTURION," Stabbed? Takes a second. Crucifixion lasts hours! 
        It's a slow, horrible death! "
863,MATTHIAS," Well, at least it gets you out in the open air. "
864,CENTURION, You're weird. 
865,SERGEANT," No, sir. Couldn't find anything, sir. "
866,CENTURION," But don't worry! You've not seen the last of us, 
        weirdo. "
867,MATTHIAS, Big Nose. 
868,CENTURION, Watch it. 
869,MATTHIAS," Phew, that was lucky. "
870,BRIAN," I'm sorry, Reg. "
871,REG," Ohhh, it's all right, siblings. He's sorry. He's sorry he 
        led the Fifth Legion straight to our official headquarters. Well, that's 
        all right, then, Brian. Sit down. Have a scone. Make yourself at home. 
        You klutz! You stupid, bird-brained, flat-headed-- "
872,BORING PROPHET," ...this great, big, juicy melon behind. "
873,MATTHIAS," My legs are old and bent. My ears are grizzled. Yes?
        "
874,CENTURION, There's one place we didn't look. Guards! 
875,MATTHIAS, I'm just a poor old man. 
876,CENTURION, Have you ever seen anyone crucified? 
877,MATTHIAS, Crucifixion's a doddle. 
878,CENTURION, Don't keep saying that. 
879,SERGEANT," Found this spoon, sir. "
880,CENTURION," Well done, Sergeant! We'll be back,... oddball. "
881,MATTHIAS, You haven't given us time to hide. 
882,BRIAN, Aaaaah! 
883,BORING PROPHET, ...The nephew or the donkey. 
884,FALSE PROPHET," ...And, a nine-bladed sword, which he shall 
        strike... "
885,BLOOD & THUNDER PROPHET," ...Time when we all come together, 
        and go... "
886,PROPHET IN WHITE, ...And holes for the... 
887,PROPHET IN BLACK, ...Jumbo jets... 
888,PROPHET IN WHITE, ...every bitch how you got germs from... 
889,PROPHET IN BLACK, ...fly up near the... 
890,BRIAN," Don't you, eh, pass judgment on other people, or you 
        might get judged yourself. "
891,COLIN, What? 
892,BRIAN," I said, 'Don't pass judgment on other people, or else 
        you might get judged, too.' "
893,COLIN," Who, me? "
894,BRIAN, Yes. 
895,COLIN, Oh. Ooh. Thank you very much. 
896,BRIAN," Well, not just you. All of you. "
897,DENNIS, That's a nice gourd. 
898,BRIAN, What? 
899,DENNIS, How much do you want for the gourd? 
900,BRIAN, I don't. You can have it. 
901,DENNIS, Have it? 
902,BRIAN, Yes. Consider the lilies... 
903,DENNIS," Eh, d-- d-- don't you want to haggle? "
904,BRIAN, No. ...in the field. 
905,DENNIS," What's wrong with it, then? "
906,BRIAN, Nothing. Take it. 
907,ELSIE, Consider the lilies? 
908,BRIAN," Uh, well, the birds, then. "
909,EDDIE, What birds? 
910,BRIAN, Any birds. 
911,EDDIE, Why? 
912,BRIAN," Well, have they got jobs? "
913,ARTHUR, Who? 
914,BRIAN, The birds. 
915,EDDIE, Have the birds got jobs?! 
916,FRANK, What's the matter with him? 
917,ARTHUR, He says the birds are scrounging. 
918,BRIAN," Oh, uhh, no, the point is the birds. They do all right. 
        Don't they? "
919,FRANK," Well, good luck to 'em. "
920,EDDIE, Yeah. They're very pretty. 
921,BRIAN," Okay, and you're much more important than they are, 
        right? So, what are you worrying about? There you are. See? "
922,EDDIE, I'm worrying about what you have got against birds. 
923,BRIAN," I haven't got anything against the birds. Consider the 
        lilies. "
924,ARTHUR, He's having a go at the flowers now. 
925,EDDIE," Oh, give the flowers a chance. "
926,DENNIS, I'll give you one for it. 
927,BRIAN, It's yours. 
928,DENNIS," Two, then. "
929,BRIAN," Ohh. Look. There was this man, and he had two servants.
        "
930,ARTHUR, What were they called? 
931,BRIAN, What? 
932,ARTHUR, What were their names? 
933,BRIAN, I don't know. And he gave them some talents. 
934,EDDIE, You don't know?! 
935,BRIAN," Well, it doesn't matter! "
936,ARTHUR, He doesn't know what they were called! 
937,BRIAN," Oh, they were called 'Simon' and 'Adrian'. Now-- "
938,ARTHUR, Oh! You said... 
939,EDDIE, Ohh. 
940,ARTHUR, ...you didn't know! 
941,BRIAN," It really doesn't matter. The point is there were these 
        two servants-- "
942,ARTHUR, He's making it up as he goes along. 
943,BRIAN," No, I'm not! ...And he gave them some ta-- Wait a 
        minute. Were there three? "
944,ARTHUR, Ohh. 
945,EDDIE," Oh, he's terrible! "
946,ARTHUR, He's terrible. 
947,BRIAN, There were three. 
948,ARTHUR, Thpppt! 
949,BRIAN," They were-- they were st-- stewards, really. "
950,ELSIE," Aww, get off! "
951,BRIAN," Ooh! Eh, uh, b-- b-- now-- now hear this! Blessed are 
        they... "
952,DENNIS, Three. 
953,BRIAN," ...who convert their neighbor's ox, for they shall 
        inhibit their girth,... "
954,MAN, Rubbish! 
955,BRIAN," ...and to them only shall be given-- to them only... 
        shall... be... given... "
956,ELSIE, What? 
957,BRIAN, Hmm? 
958,ELSIE, Shall be given what? 
959,BRIAN," Oh, nothing. "
960,EDDIE, Ahh. 
961,ELSIE, Hey! What were you going to say? 
962,BRIAN, Nothing. 
963,ARTHUR and FRANK," Yes, you were. "
964,ELSIE, Yes. You were going to say something. 
965,BRIAN," No, I wasn't. I'd finished. "
966,ELSIE," Oh, no you weren't. "
967,ARTHUR," Oh, come on. Tell us before you go. "
968,BRIAN, I wasn't going to say anything. I'd finished. 
969,ELSIE," No, you hadn't. "
970,BLIND MAN, What won't he tell? 
971,EDDIE, He won't say. 
972,BLIND MAN, Is it a secret? 
973,BRIAN, No. 
974,BLIND MAN, Is it? 
975,EDDIE," Must be. Otherwise, he'd tell us. "
976,ARTHUR," Oh, tell us the secret. "
977,BRIAN, Leave me alone. 
978,YOUTH, What is this secret? 
979,GIRL, Is it the secret of eternal life? 
980,EDDIE, He won't say! 
981,ARTHUR," Well, of course not. If I knew the secret of eternal 
        life, I wouldn't say. "
982,YOUTH, No. 
983,BRIAN, Leave me alone. 
984,GIRL," Just tell me, please. "
985,ARTHUR," No. Tell us, Master. We were here first. "
986,DENNIS, Five. 
987,BRIAN, Ah! 
988,GIRL, Just tell-- 
989,BRIAN, Go away! 
990,GIRL," Tell us, Master. "
991,DENNIS, I can't go above five. 
992,GIRL, Tell-- Is that His gourd? 
993,YOUTH, We've got this here. 
994,DENNIS," Yeah, but it's under offer. "
995,GIRL, This is His gourd! 
996,DENNIS, Ten! 
997,GIRL," It is His gourd! We will carry it for you, Master! 
        Master? "
998,YOUTH, He's gone! He's been taken up! 
999,GIRL, Hhhh! 
1000,FOLLOWERS, For He's been taken up! 
1001,DENNIS, Eighteen! 
1002,ARTHUR," No, there He is. Over there. "
1003,FOLLOWERS," Oh, yeah. Master! Master!... "
1004,FOLLOWERS, ...Look! Ah! Oh! Oh! 
1005,ARTHUR, He has given us a sign! 
1006,FOLLOWER, Oh! 
1007,SHOE FOLLOWER, He has given us... His shoe! 
1008,ARTHUR, The shoe is the sign. Let us follow His example. 
1009,SPIKE, What? 
1010,ARTHUR," Let us, like Him, hold up one shoe and let the other 
        be upon our foot, for this is His sign, that all who follow Him shall do 
        likewise. "
1011,EDDIE, Yes. 
1012,SHOE FOLLOWER," No, no, no. The shoe is... "
1013,YOUTH, No. 
1014,SHOE FOLLOWER," ...a sign that we must gather shoes together in 
        abundance. "
1015,GIRL, Cast off... 
1016,SPIKE, Aye. What? 
1017,GIRL, ...the shoes! Follow the Gourd! 
1018,SHOE FOLLOWER, No! Let us gather shoes together! 
1019,FRANK, Yes. 
1020,SHOE FOLLOWER, Let me! 
1021,ELSIE," Oh, get off! "
1022,YOUTH," No, no! It is a sign that, like Him, we must think not 
        of the things of the body, but of the face and head! "
1023,SHOE FOLLOWER, Give me your shoe! 
1024,YOUTH, Get off! 
1025,GIRL, Follow the Gourd! The Holy Gourd of Jerusalem! 
1026,FOLLOWER, The Gourd! 
1027,HARRY," Hold up the sandal, as He has commanded us! "
1028,ARTHUR, It is a shoe! It is a shoe! 
1029,HARRY, It's a sandal! 
1030,ARTHUR," No, it isn't! "
1031,GIRL, Cast it away! 
