,name,text
20,Terry Jones," You know, Michael... Michael. Michael Ellis. He's 
            been on the phone all day ... he came round twice. "
21,Eric Idle, What did he look like? 
22,Terry Jones," Oh, I didn't see him. The orange-rumped agouti 
            answered the door. Only useful animal you ever bought, that. "
23,Eric Idle, Where is he now? 
24,Terry Jones," He's upstairs forging prescriptions for the 
            sodding tiger! "
25,Eric Idle," No, no, where is Michael Ellis now? "
26,Terry Jones," Oh, I don't know.., he said it wasn't important, 
            anyway... all right, here I come. "
0,Michael Palin, 
1,Eric Idle," Ah! We're in luck again, Marcus. "
2,Michael Palin," Hello formicidophiles! Before the blood and guts 
            that you're waiting to see, let's have a look at the anatomy of the 
            little ant. "
3,Terry Jones," The body of the ant is divided into 
            three sections... "
4,Eric Idle," I didn't know ants had six legs, Marcus! "
5,Terry Jones," Well I can assure you they do, Mr. Ellis. "
6,Eric Idle," Hey! You've got two legs missing! And that's a 
            false feeler Marcus! Blimey! "
7,Eric Idle," I'm taking this ant back, mother - he's got two 
            legs missing. "
8,Terry Jones," Hey! Mrs. McWong's been on the phone! The polar 
            bear's been in her garden again. "
9,Eric Idle," Well I'll get it on the way back from the store.
            "
10,Terry Jones, Well mind you do - his droppings are enormous. 
0,Eric Idle," stands there with his ant in his hand. There are 
            also two ladies in German national costume. The lift lady, who has a 
            wall-eye, a wooden leg, a tooth-brace, a hearing aid, a hilt-up 
            shoe, a neck-brace, and a hook is reciting.)"
1,Michael Palin," Second floor ... stationery, leather goods, 
            tribal head injuries, cricket bats, film stars, dolphinafiums. "
2,Michael Palin," Third floor ... cosmetics, books, Irish 
            massage, tribal head'. gear, ants.. "
3,Eric Idle," Oh, where do I go to complain? "
4,Michael Palin," Straight on, then left, then fight past the 
            thing, then, up the little stairs, then right by where it's gone all 
            soft, then down the wobbly bit, past the nail, past the brown stain 
            on the wall to your fight and it's the door marked exit straight 
            ahead of you on the left. "
5,Eric Idle, Thank you. 
6,Michael Palin, 
7,Eric Idle, I don't want you. 
8,Graham Chapman, 
9,Eric Idle, No! I'm not going to tell you. 
10,Graham Chapman," Something missing in the leg department?
            "
11,Terry Jones," Can I help you, sir? "
12,Eric Idle, No! No! No! No! 
13,Terry Jones," Oh, it's all right, sir, it's for the sack race 
            later on. "
14,Eric Idle," No, no, no, I want to speak to the General Manager, 
            I want to complain. "
15,Terry Jones," Oh, well you want the Toupee Hall in that case, 
            sir. "
16,Eric Idle, The what? 
17,Terry Jones," The Toupee Hall, Mr. Ellis. "
18,Eric Idle, 
19,Michael Palin, Sorry? 
20,Eric Idle, The Toupee Hall. 
21,Michael Palin, The what? 
22,Eric Idle, The Toupee Hall. 
23,Michael Palin," Oh, the Toupee Hall "
24,Graham Chapman, Toupees? 
25,Michael Palin, This gentleman wants one. 
26,Graham Chapman, 
27,Eric Idle," Well, no, actually... "
28,Graham Chapman, I think they're in surgical appliances now. 
29,Michael Palin," That's fight, yes, you go left at artificial 
            limbs and hearing aids, right at dentures and it's on your left just 
            by glass eyes. It doesn't say toupees to avoid embarrassing people, 
            but you can smell 'em. "
30,Eric Idle, Thank you. 
31,Michael Palin, 
0,Graham Chapman," Good afternoon, ladies and gentlemen, it's so 
            nice to see such a large turnout this afternoon. And I'd like to 
            start off by welcoming our guest speakers for this afternoon,... Mr. 
            Wadsworth... "
1,Terry Jones, Wordsworth! 
2,Graham Chapman," Sorry, Wordsworth... Mr. John Koots, and Percy 
            Bysshe. "
3,Terry Gilliam, Shelley! 
4,Graham Chapman," Just a little one, medium dry, "
5,Graham Chapman, Tennis ball. 
6,Graham Chapman," Sorry - Alfred Lord, who is evidently Lord 
            Tennisball's son. And to start off I'm going to ask Mr. Wadsworth to 
            read his latest offering, a little pram entitled 'I wandered lonely 
            as a crab' and it's all about ants. "
7,Terry Jones,
8,Graham Chapman," Thank you, thank you, Mr. Bradlaugh. Now, 'Mr. 
            Bysshe. "
9,Terry Gilliam, Shelley. 
10,Graham Chapman, Oh... 
11,Terry Gilliam, 
12,Graham Chapman," Thank you Mr. Amontillado. I'd like to ask one 
            or two of you at the back not to soil the carpet, there is a 
            restroom upstairs if you find the poems too exciting "
13,Eric Idle, 
14,Graham Chapman," Mr. Keats, Mr. Keats, please leave immediately.
            "
15,Eric Idle," It's true. Don't you see. It's true. It happens.
            "
16,Graham Chapman, 
0,Terry Jones," Don't worry, sir, you're among friends 
            now, sir. "
1,Eric Idle," Well, you all are, aren't you? "
2,Michael Palin, Have you got one? 
3,Graham Chapman," Yes, but I didn't know... "
4,Terry Jones," I didn't realize that you two.., I thought 
            it was me, "
5,Graham Chapman," Yes, I thought it was me, "
6,Michael Palin, So did I. 
7,Eric Idle," Actually, I only came in here to ask where the 
            manager's office was. "
8,Terry Jones," Just a minute - someone told you we all 
            had toupees? "
9,Eric Idle, No. 
10,Graham Chapman, Oh yeah? 
11,Michael Palin, How did you know? 
12,Eric Idle," Well ... it's pretty obvious, isn't it? "
13,Graham Chapman," What do you mean obvious! His is undetectable.
            "
14,Eric Idle," Well, it's a different color, for a start. "
15,Michael Palin, Is it? 
16,Graham Chapman, Course it isn't! 
17,Eric Idle," And it doesn't fit in with the rest of his hair... 
            it sort of sticks up in the middle. "
18,Michael Palin, It's better than yours. 
19,Graham Chapman, Yes. 
20,Eric Idle, I'm not wearing one. 
21,Terry Jones," Oh, I see, you haven't got one. "
22,Graham Chapman, Why did you come in here then? 
23,Eric Idle, They told me to find the manager's office here. 
24,Michael Palin," Oh no, not again. "
25,Graham Chapman," That's a bit lame, isn't it... "
26,Eric Idle, It's the truth! 
27,Michael Palin," Yeah, look at it. Where did you get that, Mac 
            Fishcries? "
28,Terry Jones," Dreadful, isn't it? "
29,Graham Chapman, Nylon? 
30,Eric Idle," It's not, it's real look. "
31,Graham Chapman," Come on, get if off. "
32,Eric Idle, Get away. 
33,Terry Jones," Look, do you want a proper one? "
34,Eric Idle," No, I don't need one. "
35,Michael Palin, There's no need to be ashamed. 
36,Graham Chapman, We've all owned up. 
37,Eric Idle, I'm not wearing one. 
38,Terry Jones," Don't you see... this is something you've 
            got to come to terms with. "
39,Eric Idle," I am not wearing a toupee! They just told me to 
            come in here to find the manager's office, to complain about my ant!
            "
40,Graham Chapman," Pathetic, isn't it. "
41,Michael Palin, Complain about an ant? 
42,Terry Jones, This is for your own good. 
0,Michael Palin, 
1,Carol Cleveland," You see! There ought to be a safety catch on it, I 
            mean ... ohhhh! "
2,Michael Palin," Yes, madam. I'll speak to the makers 
            personally, all right. "
3,Carol Cleveland, Would you? It would put my mind at ease. 
4,Carol Cleveland, Sorry... 
5,Michael Palin, Next? 
6,Terry Gilliam, He's still molesting her. 
7,Michael Palin," Yes, yes, I'll see to you in a moment, 
            sir. "
8,Graham Chapman, I've got a complaint to make. 
9,Michael Palin," Do take a seat. I'm sorry it's on 
            fire. "
10,Graham Chapman," Oh, not at all. "
11,Michael Palin, Where were you out east? 
12,Graham Chapman," Oh, Norway ... Sweden ... places like 
            that... oh I'm awfully sorry, my suit seems to keep catching fire.
            "
13,Michael Palin, Extinguisher? 
14,Graham Chapman," Oh no, thank you, I think we'd better let 
            it run its course. I was just thinking... Norway is not very east, 
            is it? I should have said when I was out north. "
15,Michael Palin, Are there many fires in Norway? 
16,Graham Chapman," Good Lord yes. The place is a constant 
            blaze. Wooden buildings, d'you know. I lost my wife in Norway. "
17,Michael Palin, I am sorry to hear that. 
18,Graham Chapman," Why, did you know her? "
19,Michael Palin," No, I meant... "
20,Graham Chapman," Oh I see. No, she wasn't a favorite of 
            mine. We were out strolling across a fiord one day when one of the 
            local matadors came out of his tree house and flung a lot of old 
            scimitars and guillotines out that he'd got cluttering up his wine 
            cellar and apparently rather a large proportion of them landed on my 
            wife causing her to snuff it without much more ado. "
21,Michael Palin," Yes, yes - well look... "
22,Eric Idle, What a rotten ending.
0,Terry Jones," Well it is one of our cheapest, sir. "
1,Eric Idle, What else have you got? 
2,Terry Jones," Well, there's the long slow pull-out, sir, you 
            know, the camera tracks back and back and mixes... "
3,Eric Idle," No, have you got anything more exciting? "
4,Terry Jones, How about a chase? 
5,Eric Idle," Oh, no, no, no. "
6,Terry Jones, Walking into the sunset? 
7,Eric Idle, What's that one? 
8,Terry Jones," You know ... two lone figures silhouetted 
            against the dying rays of the setting sun. The music swells, you've 
            got a lump in your throat and a tear in your eye... "
9,Eric Idle, Oh no. 
10,Terry Jones," Oh, pity, I rather like that one... "
11,Eric Idle," They're all a bit off the point, you see. "
12,Terry Jones," Well there is one that ties up the whole 
            Michael Ellis thing, but.... "
13,Eric Idle, But what... ? 
14,Terry Jones," Oh, no, nothing, nothing... "
15,Eric Idle," Look, who is this Michael Ellis? "
16,Terry Jones," How about a happy ending, sir? "
17,Carol Cleveland, Oh Chris! Thank God you're safe. 
18,Terry Jones," No, you wouldn't want that, would you. "
19,Eric Idle, Why wouldn't I want that? 
20,Terry Jones," What about summing up from the panel? That's 
            cheap. You know - the big match experts. "
21,Michael Palin," Yes. It was quite a good show. I think 
            that the Michael Ellis character was a little overdone. "
22,Eric Idle," Well, I don't agree with that, Malcolm, 
            quite frankly the only bit I liked was this bit with me in it now.
            "
23,Terry Jones, No? Slow fade? 
24,Eric Idle, Nnnn... no. 
25,Terry Jones," Well, how about a sudden ending? "
0,Michael Palin," Taking life as it comes, sharing the good 
            things and the bad things, finding laughter and fun wherever they go 
            -- it is with these two happy-go-lucky rogues that our story begins.
            "
1,Eric Idle, Che cosa è lo succiacatori do polli? 
2,Michael Palin," Yes! Tonight we examine the career of Gino 
            Agnelli! The man who started from nothing to build up one of the 
            greatest firms in Europe. "
0,Terry Jones," Morning, squadron leader. "
1,Eric Idle,"  What-ho, Squiffy. "
2,Terry Jones," >How was it? 
            "
3,Eric Idle," Top hole. Bally Jerry pranged his kite right in the how's your 
            father. Hairy blighter, dicky-birdied, feathered back on his 
            Sammy, took a waspy, flipped over on his Betty Harper's and caught 
            his can in the Bertie."
4,Terry Jones," Er, I'm afraid I don't quite follow you, squadron leader."
5,Eric Idle," It's perfectly ordinary banter, Squiffy. Bally Jerry ... 
            pranged his kite right in the how's yer father ... hairy blighter, 
            dicky-birdied, feathered back on his Sammy, took a waspy, flipped 
            over on his Betty Harper's and caught his can in the Bertie."
6,Terry Jones," No, I'm just not understanding banter at all well today. Give 
            us it slower."
7,Eric Idle," Banter's not the same if you say it slower, Squiffy."
8,Terry Jones," Hold on, then. "
9,Graham Chapman, Yes!
10,Terry Jones," Bend an ear to the squadron leader's banter for a sec, would 
            you?"
11,Graham Chapman, Can do.
12,Terry Jones, Jolly good.
13,Graham Chapman, Fire away.
14,Eric Idle, 
15,Graham Chapman," ... No, don't understand that banter at all."
16,Eric Idle," Something up with my banter, chaps? "
17,Michael Palin," Bunch of monkeys on your ceiling, sir! Grab your egg and fours 
            and let's get the bacon delivered. "
18,Graham Chapman, Do you understand that?
19,Eric Idle," No, didn't get a word of it."
20,Graham Chapman," Sorry old man, we don't understand your banter."
21,Michael Palin," You know ... bally ten-penny ones dropping in the custard ...
            "
22,Graham Chapman," No, no ... sorry."
23,Terry Jones," Say it a bit slower, old chap."
24,Michael Palin," Slower banter, sir?"
25,Graham Chapman, Ra-ther!
26,Michael Palin, Um ... sausage squad up the blue end!
27,Eric Idle," No, still don't get it."
28,Michael Palin, Um ... cabbage crates coming over the briny?
29,Eric Idle, No.
30,Terry Jones," No, no ... "
31,Michael Palin," But by then it was too late. The first cabbage crates hit 
            London by July 7th. That was just the beginning... "
0,Graham Chapman," Five shillings a dozen? That's ordinary cabbages, 
            is it? And what about the bombs? Good Lord, they are expensive!"
1,Eric Idle, Sir!
2,Graham Chapman," Yes, what is it?"
3,Eric Idle," News from the Western Front, sir."
4,Graham Chapman, Yes ... ?
5,Eric Idle," Big enemy attack at dawn, sir ..."
6,Graham Chapman, Yes ... ?
7,Eric Idle," Well, the enemy were all wearing little silver 
            halos, sir ... and ... they had fairy wands with big stars on the 
            end ... and ..."
8,Graham Chapman, They what ... ?
9,Eric Idle," .. and ... they had spiders in matchboxes, sir."
10,Graham Chapman, 
11,Eric Idle," Well, they were jolly interested, sir. Some of 
            them ... I think it was the 4th Armored Brigade, sir, they ... well, 
            they went and had a look at the spiders, sir."
12,Graham Chapman," Oh my God! All right, thank you, Shirley."
13,Eric Idle, Sir!
14,Graham Chapman, 
15,Graham Chapman, Bastards ...
16,Graham Chapman," First they drop cabbages instead of decent bombs 
            ..."
17,Eric Idle," The crates were probably quite expensive, sir."
18,Graham Chapman," Quiet, critic! And now they're doing very silly 
            things in one of the most vital areas of the war!"
19,Graham Chapman," What are we going to do, Shirley?"
20,Graham Chapman," Well, we've got to act fast before it saps 
            morale. We're going to show these Chinese ..."
21,Graham Chapman," These Germans ... we're going to show them that 
            no British soldier will descend to their level. Anyone found 
            trivializing this war will face the supreme penalty that military 
            law can provide. "
0,Terry Jones," Sapper Walters, you stand before this 
            court accused of carrying out the war by other than warlike means -- 
            to wit, that you did on April 16th, 1942, dress up as a bag of 
            dainties, flick wet towels at the enemy during an important 
            offensive ..."
1,Eric Idle," Well, sir ..."
2,Terry Jones," Shut up! Colonel Fawcett for the 
            prosecution ..."
3,Michael Palin," Sir, we all know ..."
4,Terry Jones, Shut up!
5,Michael Palin, I'm sorry?
6,Terry Jones, Carry on.
7,Michael Palin," Sir, we all know the facts of this case; that 
            Sapper Walters, being in possession of expensive military equipment, 
            to wit one Lee Enfield .303 rifle and 72 round of ammunition, valued 
            at a hundred and forty pounds three shillings and sixpence, chose 
            instead to use wet towels to take an enemy command post in the area 
            of Basingstoke ..."
8,Terry Jones, Basingstoke? Basingstoke in Hampshire?
9,Michael Palin," No, no, no, sir, no."
10,Terry Jones," I see, carry on."
11,Michael Palin, The result of his action was that the enemy ...
12,Terry Jones, Basingstoke where?
13,Michael Palin," Basingstoke Westphalia, sir."
14,Terry Jones, Oh I see. Carry on.
15,Michael Palin," The result of Sapper Walters's action was that 
            the enemy received wet patches upon their trousers and in some cases 
            small red strawberry marks upon their thighs ..."
16,Terry Jones," I didn't know there was a Basingstoke 
            in Westphalia."
17,Michael Palin, 
18,Terry Jones, What map?
19,Michael Palin, 
20,Terry Jones," Well, I've certainly never heard of 
            Basingstoke in Westphalia. "
21,Michael Palin, 
22,Terry Jones, What ... Southhampton in Westphalia?
23,Michael Palin," Yes sir ... bricks ... clothing. Nearby are 
            remains of Basing House, burned down by Cromwell's cavalry in 1645 
            ..."
24,Terry Jones, Who compiled this map?
25,Michael Palin," Cole Porter, sir."
26,Terry Jones, 
27,Michael Palin," No, alas not, sir ... this was Cole Porter who 
            wrote `Anything Goes'. Sir, I shall seek to prove that the man 
            before this court ..."
28,Terry Jones, That's the same one! 
29,Michael Palin," I beg your pardon, sir?"
30,Terry Jones, 
31,Michael Palin," No, this one's different, sir."
32,Terry Jones, How does it go?
33,Michael Palin," What, sir?"
34,Terry Jones, How does your `Anything Goes' go?
35,Eric Idle, Can I go home now?
36,Terry Jones, Shut up! 
37,Michael Palin," Sir, really, this is rather ..."
38,Terry Jones," Come on, how does your `Anything Goes' 
            go?"
39,Michael Palin, 
40,Terry Jones," No, that's not it ... carry on."
41,Michael Palin," With respect sir, I shall seek to prove that the 
            man before you in the dock being in the possession of the following: 
            one pair of army boots, value three pounds seven and six, one pair 
            of serge trousers, value two pounds three and six, one pair of 
            gaiters value sixty-eight pounds ten shillings, one ..."
42,Terry Jones," Sixty-eight pounds ten shillings for a 
            pair of gaiters?"
43,Michael Palin, 
44,Terry Jones, Special gaiters?
45,Michael Palin," Yes, sir, they were made in France. One beret 
            costing fourteen shillings, one pair of ..."
46,Terry Jones, What was special about them?
47,Michael Palin, Oh ... 
48,Terry Jones," Why was the accused wearing special 
            gaiters?"
49,Michael Palin, 
50,Terry Jones," Why did they present him with a special 
            pair of gaiters?"
51,Michael Palin," Sir, it seems to me totally irrelevant to the 
            case whether the gaiters were presented to him or not, sir."
52,Terry Jones," I think the court will be able to judge 
            that for themselves. I want to know why the regiment presented the 
            accused with a special pair of gaiters."
53,Michael Palin, 
54,Terry Jones, What things?
55,Michael Palin, 
56,Terry Jones, Oblige them?
57,Michael Palin," Yes, sir. The total value of the uniform ..."
58,Terry Jones, How did he oblige them?
59,Michael Palin, What sir?
60,Terry Jones, How did he oblige them?
61,Michael Palin, 
62,Terry Jones, Did he touch them at all?
63,Michael Palin, Sir! I submit that this is totally irrelevant.
64,Terry Jones, I want to know how he made them happy.
65,Michael Palin, 
66,Terry Jones, 
67,Eric Idle, 
68,Terry Jones, Yes. What have you got to say?
69,Eric Idle," What can I say? I mean, how can I encapsulate in 
            mere words my scorn for any military solution? The futility of 
            modern warfare? And the hypocrisy by which contemporary government 
            applies one standard to violence within the community and another to 
            violence perpetrated by one community upon another?"
70,Terry Gilliam," I'm sorry, but my client has become 
            pretentious. I will say in his defense that he has suffered ..."
71,Michael Palin, Sir! We haven't finished the prosecution!
72,Terry Jones," Shut up! I'm in charge of this court.
            "
0,Michael Palin, Yes! Coming to this cinema soon! 
1,Michael Palin," When the pilot, Jennifer "
2,Michael Palin, Coming to your cinema soon! 
0,Graham Chapman, Bloody repeats! 
1,Terry Jones," Yes, repeats or war films. It really 
            makes you want to micturate."
2,Graham Chapman," People on television treat the general 
            public like idiots. "
3,Terry Jones, Well we are idiots.
4,Graham Chapman, Oh no we are not!
5,Terry Jones, Well I am.
6,Graham Chapman, How do you know you're an idiot?
7,Terry Jones," Oh, I can show you!"
8,Graham Chapman, How?
9,Terry Jones, Look! 
0,Terry Jones," You see the public are idiots 
              ... "
1,Graham Chapman," At last they done been put on 
              something interesting. "
2,Terry Jones," Oh, most interesting."
3,Eric Idle, 
4,Terry Jones," I'm sorry ... we just can't give you a 
              bigger budget. "
5,Michael Palin, Budgie? 
6,Eric Idle, 
7,Terry Jones," We're not the only slice of the cake, 
              you know. "
8,Graham Chapman," Wouldn't mind a slice of cake. 
              Nice chocolate cake ... delicious ... "
9,Michael Palin," I had a budgie once you know, amusing 
              little chap, used to stick his head in a bell ... what was his 
              name, now ... Joey? ... Xerxes? ... "
10,Eric Idle, We could repeat them ... 
11,Graham Chapman, Re-heat them? 
12,Eric Idle," No, repeat them ... "
13,Graham Chapman," You don't re-heat cakes. Not chocolate 
              cakes. "
14,Terry Jones," What, repeat the cakes? "
15,Michael Palin," Mr. Heath, that was the name of the 
              budgie. "
16,Terry Jones, 
17,Eric Idle, Damn. Blast.
18,Eric Idle," I've got it. We can retitle the repeats.
              "
19,Michael Palin, What ... give them different names? 
20,Terry Jones, Wouldn't that mean retitling them? 
21,Graham Chapman, Brilliant! 
22,Terry Jones," Right -- all we need is new titles. And 
              they must be damned new! "
23,Michael Palin, How about `Dad's Navy'? 
24,Terry Jones," Mm, good, good. "
25,Eric Idle, `Up Your Mother Next Door.' 
26,Terry Jones, Even better ... 
27,Graham Chapman, `Doctor At Bee'! 
28,Terry Jones, What?
29,Eric Idle, Someone's knocking at the door. 
30,Terry Jones," Quite like it -- bit long, though, I 
              think. "
31,Graham Chapman, Far too long. 
32,Michael Palin, `I Married Lucy.' 
33,Terry Jones, Hasn't that been done? 
34,Michael Palin," Oh, yes, a long time ago, though, they'd 
              never remember it. "
35,Graham Chapman, `Doctor at Three'! 
36,Terry Jones, What?
37,Eric Idle," I think someone's knocking at the door.
              "
38,Terry Jones, That's even longer! 
39,Michael Palin, `I Married A Tree.' 
40,Terry Jones, `And Mother Makes Tree.' 
41,Graham Chapman, `Doctor At Cake'!
42,Eric Idle," Look! I'm not absolutely certain, but, 
              well I do rather get the impression that there is someone actually 
              knocking on the door at this very moment. "
43,Terry Jones," That's ridiculous. Half the program 
              gone. Stop lengthening it! "
44,Graham Chapman, 
45,Michael Palin, 
46,Graham Chapman," Prefer a cake ... specially chocky cake 
              ..."
47,Terry Gilliam, 
48,Terry Jones," No, no. You can't say `sodding' on the 
              television."
49,Terry Jones, You're supposed to knock! 
50,Terry Gilliam," Sorry, sir, but there's trouble at studio 
              five! "
51,Michael Palin," You're in security, aren't you? "
52,Terry Gilliam," Yes, sir. "
53,Michael Palin, 
54,Terry Gilliam," Sir! It's the World War series in studio 
              five -- they're not taking it seriously any more. "
55,Eric Idle," You're not allowed to suggest program 
              titles! "
56,Terry Gilliam, 
57,Terry Gilliam, Ow! Mind me war wound! 
58,Terry Jones, That's it! Very good title!
0,Graham Chapman, I say ...
1,Carol Cleveland," Yes, daddy?"
2,Graham Chapman, Croquet hoops look damn pretty this afternoon.
3,Carol Cleveland, Frightfully damn pretty.
4,Eric Idle, They're coming along awfully well this year.
5,Graham Chapman," Yes, better than your Aunt Lavinia's croquet 
            hoops."
6,Carol Cleveland, Ugh! -- dreadful tin things.
7,Eric Idle, I did tell her to stick to wood.
8,Graham Chapman," Yes, you can't beat wood ... Gorn!"
9,Eric Idle, What's gorn dear?
10,Graham Chapman," Nothing, nothing, I just like the word. It gives 
            me confidence. Gorn ... gorn. It's got a sort of woody quality about 
            it. Gorn. Gorn. Much better than `newspaper' or `litterbin'."
11,Carol Cleveland, Frightful words.
12,Eric Idle, Perfectly dreadful.
13,Graham Chapman," Ugh! Newspaper! ... litterbin ... dreadful tinny 
            sort of words. Tin, tin, tin."
14,Eric Idle," Oh, dear, don't say `tin' to Rebecca, you know how 
            it upsets her."
15,Graham Chapman, 
16,Eric Idle, Sausage!
17,Graham Chapman," Sausage ... there's a good woody sort of word, 
            `sausage' ... gorn."
18,Carol Cleveland, Antelope.
19,Graham Chapman, Where? On the lawn? 
20,Carol Cleveland," No, no, daddy ... just the word."
21,Graham Chapman, Don't want an antelope nibbling the hoops.
22,Carol Cleveland," No, antelope ... sort of nice and woody type of 
            thing."
23,Eric Idle," Don't think so, Becky old chap."
24,Graham Chapman," No, no, `antelope', `antelope' -- tinny sort of 
            word "
25,Eric Idle," Really, Mansfield."
26,Graham Chapman," Well, she's got to come to terms with these things 
            ... seemly ... prodding ... vacuum ... leap ..."
27,Carol Cleveland, 
28,Eric Idle, Perfectly dreadful.
29,Carol Cleveland," Sort of PVC-y sort of word, don't you know."
30,Eric Idle, Lower-middle.
31,Graham Chapman, Bound!
32,Eric Idle, Now you're talking.
33,Graham Chapman, Bound ... Vole ... Recidivist.
34,Eric Idle, Bit tinny. 
35,Graham Chapman," Oh dear, suppose she'll be gorn for a few days 
            now."
36,Eric Idle, Caribou!
37,Graham Chapman, Splendid word.
38,Eric Idle, No dear ... nibbling the hoops.
39,Graham Chapman, 
40,Eric Idle, 
41,Graham Chapman, Intercourse.
42,Eric Idle," Later, dear."
43,Graham Chapman," No, no, the word, `intercourse' -- good and woody 
            ... inter ... course ... pert ... pert thighs ... botty, botty, 
            botty ... "
44,Eric Idle," Really, dear? ... How about tit?"
45,Graham Chapman," Oh dear, I hadn't thought about that. Tit. Tit. 
            Oh, that's very tinny isn't it? "
46,Eric Idle," Oh really, must you dear? You've had nine today."
47,Graham Chapman," All right, I'll sack one of the servants ... 
            Simkins! ... nasty tinny sort of name. Simkins! "
48,Michael Palin," I say, mater, cabbage crates coming over the briny."
49,Eric Idle, 
50,Michael Palin," Er ... cowcatchers creeping up on the conning 
            towers ..."
51,Eric Idle, No ... sorry ... old sport.
52,Michael Palin, Caribou nibbling at the croquet hoops.
53,Eric Idle," Yes, Mansfield shot one in the antlers."
54,Michael Palin," Oh, jolly good show. Is 'Becca about?"
55,Eric Idle," No, she's gorn off."
56,Michael Palin, What a super woody sort of phrase. `Gorn orff'.
57,Eric Idle," Yes, she's gorn orff because Mansfield said `tin' 
            to her."
58,Michael Palin," Oh, what rotten luck ... oh well ... whole 
            afternoon to kill ... better have a bath I suppose."
59,Eric Idle," Oh, Gervaise do sing me a song ..."
60,Michael Palin," Oh, OK."
61,Eric Idle, Something woody.
62,Michael Palin," For ... she's going to marry Yum Yum ... oh crikey. 
            The old song finished her orff."
63,Graham Chapman, 
64,Michael Palin," I'm afraid Mrs. Vermin Jones appears to have passed 
            orn."
65,Graham Chapman," Dead, is she?"
66,Michael Palin, 'Fraid so.
67,Graham Chapman, What a blow for her.
0,Graham Chapman," What I want to know Mrs. Elizabeth III, 
            is why they give us crap like that, when there's bits of the 
            Leicester by-pass what have never been shown. Biscuit? "
1,Terry Jones, 
2,Eric Idle, 
3,Graham Chapman, 
4,Graham Chapman, 
5,Terry Jones, 
6,Eric Idle," Hello and welcome to Show-Jumping from 
            White City ... "
7,Graham Chapman," Oh, moto-cross! "
8,Eric Idle," ... and it's Anneli Drummond-Hay on Mr. 
            Softee just about to go into jump-off against the clock. The short 
            pause is for the stewards who are repairing the Sound of Music. "
9,Terry Jones, Quite exciting.
10,Eric Idle," ... beautifully taken, and now she needs 
            to pick up speed for Oklahoma, but not too much. This is where Alan 
            Jones knocked down poor Judd, but ... And ... she's taken it 
            superbly! "
11,Graham Chapman," You notice how we never actually see the 
            horses jump."
12,Graham Chapman, Wait for it ...
13,Eric Idle, And! She's taken it ... 
14,Graham Chapman, I bet we don't see this one.
15,Peter Woods," We interrupt show jumping to bring you a news 
            flash. The Second World War has now entered a sentimental stage. The 
            morning on the Ardennes Front, the Germans started spooning at dawn, 
            but the British Fifth Army responded by gazing deep in their eyes, 
            and the Germans are reported to have gone 'all coy'."
0,Neil Innes,
0,Terry Jones," It's just that everywhere I go it's the same old 
            thing. All anyone wants me to say is `To be or not to be ...'"
1,Graham Chapman," `... that is the question. Whether 'tis 
            nobler in the mind to suffer the slings and arrows of outrageous 
            ...'"
2,Terry Jones, 
3,Graham Chapman, 
4,Terry Jones," Yes. All that sort of thing. And I'm just getting 
            really fed up."
5,Graham Chapman, 
6,Terry Jones," No. I'm sick of it! I want to do something else. I 
            want to make something of my life."
7,Graham Chapman, No. I don't know that bit.
8,Terry Jones, I want to get away from all that. Be different.
9,Graham Chapman, Well um ... what do you want to be?
10,Terry Jones, A private dick!
11,Graham Chapman, Why do you want to be a private dick?
12,Terry Jones," Ooh ... why does anyone want to be a private dick? 
            Fame, money, glamour, excitement, sex!"
13,Graham Chapman," Ah! It's the sex, is it?"
14,Terry Jones," Well, that's one of the things, yes."
15,Graham Chapman," Yes, what's the sex problem?"
16,Terry Jones," Well, there's no problem."
17,Graham Chapman," Now, come on, come on. You've got the girl 
            on the bed and she's all ready for it."
18,Terry Jones," No, no, it's nothing to do with that."
19,Graham Chapman, 
20,Eric Idle," All right, Mr. Butler, I'll take over. "
21,Terry Jones," Well, I was telling the other psychiatrist ..."
22,Eric Idle, He's ... he's not a psychiatrist.
23,Terry Jones, Oh. He said he was a psychiatrist.
24,Eric Idle," Well ... yes ... um, he's a kind of psychiatrist 
            he's ... he's not a proper psychiatrist. He's not er ... fully 
            qualified ... in, um, quite the sort of way we should want. Anyway 
            the problem I believe is basically sexual is it?"
25,Graham Chapman, I asked him that!
26,Eric Idle, Get out! 
27,Michael Palin, 
28,Eric Idle, I'm talking to a patient! Oh ... 
29,Michael Palin," Out please! I'm terribly sorry, sir. 
            We have a lot of problems here with bogus psychiatrists. One of the 
            risks in psychiatry I'm afraid. Unfortunately they do tend to 
            frighten the patient and they can cause real and permanent damage to 
            the treatment. But I assure you that I am a completely bona fide 
            psychiatrist. Here's my diploma in psychiatry from the University of 
            Oxford. This here shows that I'm a member of the British Psychiatric 
            Association, a very important body indeed. Here's a letter from 
            another psychiatrist in which he mentions that I'm a psychiatrist. 
            This is my Psychiatric Club tie, and as you can see the cufflinks 
            match. I've got a copy of `Psychiatry Today' in my bag, which I 
            think is pretty convincing. And a letter here from my mother in 
            which she asks how the psychiatry is going, and I think you'll 
            realize that the one person you can't fool is your mother. So if 
            you'd like to ask me any questions abut psychiatry, I bet I can 
            answer them. "
30,Terry Jones," No, no, it's all right, really."
31,Michael Palin," OK, you've got this girl on your bed, 
            you've had a few drinks, you've got her stretched out and her feet 
            on the mantelpiece ... "
